Nx=  24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 1200 M2= 6000
    13     6    0.92055872   71.57235116
    14     1    0.91139047   72.48374163
    14     2    0.91141288   73.39515451
    14     3    0.91142548   74.30657999
    14     4    0.91141986   75.21799986
    14     5    0.91140181   76.12940167
    14     6    0.91138081   77.04078247
    15     1    0.91025771   77.95104019
    15     2    0.91027541   78.86131559
    15     3    0.91029423   79.77160982
    15     4    0.91029903   80.68190885
    15     5    0.91028597   81.59219482
    15     6    0.91025996   82.50245478
    16     1    0.91930637   83.42176115
    16     2    0.91932345   84.34108459
    16     3    0.91934285   85.26042745
    16     4    0.91934870   86.17977615
    16     5    0.91933585   87.09911200
    16     6    0.91930975   88.01842176
    17     1    0.91990845   88.93833020
    17     2    0.91993022   89.85826042
    17     3    0.91994421   90.77820463
    17     4    0.91993979   91.69814442
    17     5    0.91992202   92.61806645
    17     6    0.91990049   93.53796694
    18     1    0.91090371   94.44887065
    18     2    0.91092616   95.35979681
    18     3    0.91093956   96.27073637
    18     4    0.91093488   97.18167125
    18     5    0.91091681   98.09258806
    18     6    0.91089480   99.00348286
    19     1    0.91080725   99.91429011
    19     2    0.91082447  100.82511458
    19     3    0.91084356  101.73595814
    19     4    0.91084880  102.64680695
    19     5    0.91083593  103.55764288
    19     6    0.91080922  104.46845209
    20     1    0.91980956  105.38826166
    20     2    0.91982655  106.30808821
    20     3    0.91984522  107.22793343
    20     4    0.91984995  108.14778338
    20     5    0.91983668  109.06762006
    20     6    0.91981071  109.98743077
    21     1    0.91938616  110.90681694
    21     2    0.91940776  111.82622470
    21     3    0.91942121  112.74564591
    21     4    0.91941581  113.66506172
    21     5    0.91939750  114.58445921
    21     6    0.91937607  115.50383529
    22     1    0.91032080  116.41415608
    22     2    0.91034246  117.32449855
    22     3    0.91035582  118.23485436
    22     4    0.91035145  119.14520581
    22     5    0.91033348  120.05553929
    22     6    0.91031130  120.96585059
    23     1    0.91126697  121.87711756
    23     2    0.91128318  122.78840074
    23     3    0.91130188  123.69970262
    23     4    0.91130773  124.61101035
    23     5    0.91129576  125.52230612
    23     6    0.91126935  126.43357547
    24     1    0.92046211  127.35403758
    24     2    0.92047856  128.27451614
    24     3    0.92049637  129.19501251
    24     4    0.92050106  130.11551358
    24     5    0.92048861  131.03600219
    24     6    0.92046308  131.95646528
    25     1    0.91894015  132.87540543
    25     2    0.91896359  133.79436902
    25     3    0.91897603  134.71334505
    25     4    0.91897110  135.63231614
    25     5    0.91895206  136.55126820
    25     6    0.91893020  137.47019840
    26     1    0.90950526  138.37970365
    26     2    0.90952991  139.28923356
    26     3    0.90954242  140.19877598
    26     4    0.90953904  141.10831503
    26     5    0.90952286  142.01783789
    26     6    0.90950070  142.92733860
    27     1    0.91168278  143.83902138
    27     2    0.91170177  144.75072315
    27     3    0.91171982  145.66244298
    27     4    0.91172675  146.57416973
    27     5    0.91171785  147.48588758
    27     6    0.91169479  148.39758237
    28     1    0.92154719  149.31912957
    28     2    0.92156542  150.24069499
    28     3    0.92158227  151.16227726
    28     4    0.92158913  152.08386639
    28     5    0.92157976  153.00544615
    28     6    0.92155703  153.92700318
    29     1    0.91844565  154.84544883
    29     2    0.91846930  155.76391812
    29     3    0.91847946  156.68239758
    29     4    0.91847304  157.60087062
    29     5    0.91845635  158.51932698
    29     6    0.91844027  159.43776725
    30     1    0.90765614  160.34542339
    30     2    0.90767637  161.25309976
    30     3    0.90768773  162.16078749
    30     4    0.90768507  163.06847256
    30     5    0.90767075  163.97614330
    30     6    0.90765504  164.88379835
    31     1    0.91219124  165.79598959
    31     2    0.91220009  166.70818968
    31     3    0.91221819  167.62040787
    31     4    0.91223195  168.53263982
    31     5    0.91222964  169.44486946
    31     6    0.91220888  170.35707834
    32     1    0.92639584  171.28347418
    32     2    0.92640102  172.20987520
    32     3    0.92641428  173.13628948
    32     4    0.92642562  174.06271509
    32     5    0.92642707  174.98914216
    32     6    0.92640857  175.91555073
    33     1    0.92278112  176.83833185
    33     2    0.92278924  177.76112109
    33     3    0.92279052  178.68391162
    33     4    0.92278644  179.60669806
    33     5    0.92278411  180.52948217
    33     6    0.92277412  181.45225629
    34     1    0.90592998  182.35818627
    34     2    0.90593159  183.26411787
    34     3    0.90593670  184.17005456
    34     4    0.90593858  185.07599314
    34     5    0.90593799  185.98193113
    34     6    0.90592620  186.88785734
    35     1    0.90810706  187.79596439
    35     2    0.90811143  188.70407582
    35     3    0.90812402  189.61219984
    35     4    0.90813226  190.52033210
    35     5    0.90813061  191.42846271
    35     6    0.90811227  192.33657498
    36     1    0.94389836  193.28047334
    36     2    0.94390237  194.22437572
    36     3    0.94390869  195.16828441
    36     4    0.94391036  196.11219476
    36     5    0.94390637  197.05610113
    36     6    0.94389887  198.00000000
 
 Nx=          48 Ny=           6 t=  0.000000000000000E+000 J=
  0.000000000000000E+000 N_up=         264 N_down=           0 M1=        3600 
 M2=       14000
     1     1    0.94427998    0.94427998
     1     2    0.94428719    1.88856716
     1     3    0.94429111    2.83285827
     1     4    0.94428960    3.77714787
     1     5    0.94428354    4.72143140
     1     6    0.94427966    5.66571106
     2     1    0.90860237    6.57431344
     2     2    0.90862053    7.48293397
     2     3    0.90862202    8.39155599
     2     4    0.90861403    9.30017002
     2     5    0.90860156   10.20877158
     2     6    0.90859746   11.11736903
     3     1    0.90618535   12.02355438
     3     2    0.90619693   12.92975132
     3     3    0.90619725   13.83594857
     3     4    0.90619549   14.74214406
     3     5    0.90619081   15.64833487
     3     6    0.90618919   16.55452406
     4     1    0.92293546   17.47745951
     4     2    0.92294551   18.40040502
     4     3    0.92294786   19.32335288
     4     4    0.92295199   20.24630487
     4     5    0.92295083   21.16925570
     4     6    0.92294261   22.09219831
     5     1    0.92696398   23.01916229
     5     2    0.92698217   23.94614446
     5     3    0.92698082   24.87312528
     5     4    0.92697000   25.80009528
     5     5    0.92695719   26.72705248
     5     6    0.92695190   27.65400438
     6     1    0.91291735   28.56692173
     6     2    0.91293747   29.47985920
     6     3    0.91293967   30.39279887
     6     4    0.91292639   31.30572525
     6     5    0.91290896   32.21863422
     6     6    0.91290045   33.13153467
     7     1    0.90787027   34.03940493
     7     2    0.90788543   34.94729036
     7     3    0.90789934   35.85518971
     7     4    0.90790209   36.76309180
     7     5    0.90789128   37.67098308
     7     6    0.90787164   38.57885472
     8     1    0.91847151   39.49732623
     8     2    0.91848691   40.41581314
     8     3    0.91850338   41.33431652
     8     4    0.91851025   42.25282678
     8     5    0.91850082   43.17132760
     8     6    0.91847755   44.08980514
     9     1    0.92215339   45.01195853
     9     2    0.92217439   45.93413292
     9     3    0.92218409   46.85631701
     9     4    0.92217851   47.77849552
     9     5    0.92216285   48.70065837
     9     6    0.92214496   49.62280333
    10     1    0.91246428   50.53526762
    10     2    0.91248683   51.44775445
    10     3    0.91249632   52.36025077
    10     4    0.91248811   53.27273888
    10     5    0.91247001   54.18520889
    10     6    0.91245196   55.09766084
    11     1    0.90958647   56.00724731
    11     2    0.90960417   56.91685149
    11     3    0.90962100   57.82647249
    11     4    0.90962457   58.73609706
    11     5    0.90961179   59.64570885
    11     6    0.90958760   60.55529644
    12     1    0.91882153   61.47411797
    12     2    0.91883859   62.39295656
    12     3    0.91885690   63.31181346
    12     4    0.91886342   64.23067688
    12     5    0.91885173   65.14952861
    12     6    0.91882627   66.06835488
    13     1    0.92113613   66.98949101
    13     2    0.92115787   67.91064888
    13     3    0.92117072   68.83181960
    13     4    0.92116655   69.75298615
    13     5    0.92114973   70.67413588
    13     6    0.92112893   71.59526481
    14     1    0.91214059   72.50740540
    14     2    0.91216342   73.41956883
    14     3    0.91217547   74.33174430
    14     4    0.91216921   75.24391352
    14     5    0.91215099   76.15606451
    14     6    0.91213029   77.06819480
    15     1    0.91029159   77.97848639
    15     2    0.91030981   78.88879620
    15     3    0.91032778   79.79912398
    15     4    0.91033178   80.70945577
    15     5    0.91031861   81.61977437
    15     6    0.91029318   82.53006755
    16     1    0.91914972   83.44921727
    16     2    0.91916735   84.36838462
    16     3    0.91918617   85.28757078
    16     4    0.91919222   86.20676301
    16     5    0.91917985   87.12594286
    16     6    0.91915374   88.04509660
    17     1    0.92059066   88.96568726
    17     2    0.92061273   89.88629999
    17     3    0.92062649   90.80692648
    17     4    0.92062254   91.72754902
    17     5    0.92060516   92.64815418
    17     6    0.92058340   93.56873758
    18     1    0.91181324   94.48055082
    18     2    0.91183629   95.39238711
    18     3    0.91184930   96.30423641
    18     4    0.91184396   97.21608036
    18     5    0.91182570   98.12790607
    18     6    0.91180385   99.03970991
    19     1    0.91076460   99.95047451
    19     2    0.91078303  100.86125755
    19     3    0.91080140  101.77205894
    19     4    0.91080574  102.68286468
    19     5    0.91079244  103.59365712
    19     6    0.91076630  104.50442342
    20     1    0.91950662  105.42393004
    20     2    0.91952454  106.34345459
    20     3    0.91954336  107.26299795
    20     4    0.91954883  108.18254678
    20     5    0.91953589  109.10208267
    20     6    0.91950973  110.02159239
    21     1    0.92019126  110.94178365
    21     2    0.92021355  111.86199720
    21     3    0.92022751  112.78222471
    21     4    0.92022327  113.70244798
    21     5    0.92020560  114.62265358
    21     6    0.92018353  115.54283711
    22     1    0.91147630  116.45431342
    22     2    0.91149930  117.36581271
    22     3    0.91151278  118.27732549
    22     4    0.91150796  119.18883346
    22     5    0.91148978  120.10032324
    22     6    0.91146737  121.01179060
    23     1    0.91115992  121.92295053
    23     2    0.91117834  122.83412887
    23     3    0.91119704  123.74532590
    23     4    0.91120159  124.65652749
    23     5    0.91118845  125.56771594
    23     6    0.91116201  126.47887796
    24     1    0.91987089  127.39874884
    24     2    0.91988911  128.31863795
    24     3    0.91990787  129.23854582
    24     4    0.91991283  130.15845864
    24     5    0.91989962  131.07835827
    24     6    0.91987351  131.99823178
    25     1    0.91983336  132.91806514
    25     2    0.91985586  133.83792100
    25     3    0.91986956  134.75779056
    25     4    0.91986457  135.67765513
    25     5    0.91984618  136.59750131
    25     6    0.91982382  137.51732513
    26     1    0.91112673  138.42845186
    26     2    0.91114928  139.33960114
    26     3    0.91116266  140.25076380
    26     4    0.91115786  141.16192166
    26     5    0.91113945  142.07306111
    26     6    0.91111664  142.98417775
    27     1    0.91152353  143.89570128
    27     2    0.91154135  144.80724263
    27     3    0.91155968  145.71880232
    27     4    0.91156435  146.63036666
    27     5    0.91155108  147.54191774
    27     6    0.91152435  148.45344208
    28     1    0.92023508  149.37367716
    28     2    0.92025288  150.29393004
    28     3    0.92027078  151.21420082
    28     4    0.92027492  152.13447574
    28     5    0.92026129  153.05473703
    28     6    0.92023535  153.97497238
    29     1    0.91947514  154.89444752
    29     2    0.91949749  155.81394501
    29     3    0.91951064  156.73345566
    29     4    0.91950505  157.65296071
    29     5    0.91948646  158.57244718
    29     6    0.91946448  159.49191166
    30     1    0.91074374  160.40265540
    30     2    0.91076589  161.31342129
    30     3    0.91077928  162.22420057
    30     4    0.91077478  163.13497536
    30     5    0.91075660  164.04573195
    30     6    0.91073383  164.95646579
    31     1    0.91186891  165.86833470
    31     2    0.91188618  166.78022088
    31     3    0.91190456  167.69212544
    31     4    0.91190969  168.60403513
    31     5    0.91189685  169.51593198
    31     6    0.91187015  170.42780213
    32     1    0.92063725  171.34843938
    32     2    0.92065481  172.26909420
    32     3    0.92067238  173.18976658
    32     4    0.92067621  174.11044279
    32     5    0.92066276  175.03110555
    32     6    0.92063715  175.95174270
    33     1    0.91912792  176.87087062
    33     2    0.91915026  177.79002089
    33     3    0.91916291  178.70918380
    33     4    0.91915677  179.62834057
    33     5    0.91913820  180.54747876
    33     6    0.91911653  181.46659529
    34     1    0.91028560  182.37688089
    34     2    0.91030716  183.28718805
    34     3    0.91032045  184.19750850
    34     4    0.91031620  185.10782469
    34     5    0.91029851  186.01812320
    34     6    0.91027601  186.92839921
    35     1    0.91220289  187.84060210
    35     2    0.91221901  188.75282111
    35     3    0.91223741  189.66505852
    35     4    0.91224352  190.57730204
    35     5    0.91223171  191.48953375
    35     6    0.91220523  192.40173897
    36     1    0.92118707  193.32292605
    36     2    0.92120384  194.24412988
    36     3    0.92122085  195.16535073
    36     4    0.92122495  196.08657568
    36     5    0.92121247  197.00778815
    36     6    0.92118717  197.92897532
    37     1    0.91881610  198.84779142
    37     2    0.91883801  199.76662943
    37     3    0.91884993  200.68547935
    37     4    0.91884324  201.60432259
    37     5    0.91882517  202.52314776
    37     6    0.91880414  203.44195190
    38     1    0.90959975  204.35155165
    38     2    0.90962005  205.26117170
    38     3    0.90963281  206.17080451
    38     4    0.90962895  207.08043346
    38     5    0.90961241  207.99004587
    38     6    0.90959064  208.89963651
    39     1    0.91253420  209.81217071
    39     2    0.91254758  210.72471830
    39     3    0.91256567  211.63728397
    39     4    0.91257376  212.54985773
    39     5    0.91256489  213.46242262
    39     6    0.91253896  214.37496158
    40     1    0.92221153  215.29717310
    40     2    0.92223038  216.21940348
    40     3    0.92224518  217.14164867
    40     4    0.92224977  218.06389843
    40     5    0.92223982  218.98613825
    40     6    0.92221469  219.90835294
    41     1    0.91848764  220.82684058
    41     2    0.91851209  221.74535267
    41     3    0.91852169  222.66387436
    41     4    0.91851547  223.58238983
    41     5    0.91850070  224.50089053
    41     6    0.91848075  225.41937128
    42     1    0.90790316  226.32727444
    42     2    0.90792170  227.23519614
    42     3    0.90793216  228.14312830
    42     4    0.90792923  229.05105752
    42     5    0.90791530  229.95897282
    42     6    0.90790112  230.86687394
    43     1    0.91297772  231.77985166
    43     2    0.91298611  232.69283777
    43     3    0.91300344  233.60584121
    43     4    0.91301668  234.51885789
    43     5    0.91301458  235.43187248
    43     6    0.91299457  236.34486705
    44     1    0.92701089  237.27187794
    44     2    0.92701613  238.19889407
    44     3    0.92702884  239.12592291
    44     4    0.92703966  240.05296257
    44     5    0.92704109  240.98000366
    44     6    0.92702294  241.90702660
    45     1    0.92296062  242.82998722
    45     2    0.92296883  243.75295605
    45     3    0.92296998  244.67592603
    45     4    0.92296586  245.59889189
    45     5    0.92296355  246.52185544
    45     6    0.92295346  247.44480890
    46     1    0.90621585  248.35102474
    46     2    0.90621744  249.25724219
    46     3    0.90622212  250.16346431
    46     4    0.90622389  251.06968820
    46     5    0.90622360  251.97591180
    46     6    0.90621201  252.88212382
    47     1    0.90864544  253.79076926
    47     2    0.90864950  254.69941876
    47     3    0.90866192  255.60808067
    47     4    0.90866987  256.51675055
    47     5    0.90866844  257.42541899
    47     6    0.90865031  258.33406930
    48     1    0.94431634  259.27838564
    48     2    0.94432016  260.22270580
    48     3    0.94432616  261.16703196
    48     4    0.94432765  262.11135960
    48     5    0.94432377  263.05568337
    48     6    0.94431663  264.00000000
 
