Nx=  24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 1200 M2= 6000
     1     6    0.94415217    5.66495863
     2     1    0.90840550    6.57336413
     2     2    0.90842957    7.48179370
     2     3    0.90843210    8.39022580
     2     4    0.90842158    9.29864738
     2     5    0.90840441   10.20705178
     2     6    0.90839846   11.11545024
     3     1    0.90606026   12.02151051
     3     2    0.90607493   12.92758544
     3     3    0.90607533   13.83366077
     3     4    0.90607310   14.73973387
     3     5    0.90606719   15.64580106
     3     6    0.90606485   16.55186591
     4     1    0.92299628   17.47486219
     4     2    0.92300784   18.39787003
     4     3    0.92301086   19.32088089
     4     4    0.92301705   20.24389794
     4     5    0.92301642   21.16691436
     4     6    0.92300584   22.08992021
     5     1    0.92697359   23.01689380
     5     2    0.92699660   23.94389040
     5     3    0.92699544   24.87088584
     5     4    0.92698143   25.79786727
     5     5    0.92696426   26.72483153
     5     6    0.92695708   27.65178861
     6     1    0.91267203   28.56446063
     6     2    0.91269829   29.47715892
     6     3    0.91270230   30.38986123
     6     4    0.91268460   31.30254582
     6     5    0.91266054   32.21520636
     6     6    0.91264929   33.12785565
     7     1    0.90769750   34.03555315
     7     2    0.90771725   34.94327040
     7     3    0.90773634   35.85100674
     7     4    0.90774002   36.75874676
     7     5    0.90772464   37.66647140
     7     6    0.90769930   38.57417070
     8     1    0.91864438   39.49281507
     8     2    0.91866411   40.41147919
     8     3    0.91868616   41.33016535
     8     4    0.91869526   42.24886060
     8     5    0.91868263   43.16754323
     8     6    0.91865267   44.08619590
     9     1    0.92230333   45.00849923
     9     2    0.92233206   45.93083129
     9     3    0.92234469   46.85317599
     9     4    0.92233668   47.77551267
     9     5    0.92231502   48.69782768
     9     6    0.92229162   49.62011930
    10     1    0.91223993   50.53235924
    10     2    0.91227189   51.44463113
    10     3    0.91228423   52.35691536
    10     4    0.91227179   53.26918715
    10     5    0.91224573   54.18143288
    10     6    0.91222209   55.09365497
    11     1    0.90938690   56.00304187
    11     2    0.90940972   56.91245159
    11     3    0.90943166   57.82188325
    11     4    0.90943583   58.73131908
    11     5    0.90941838   59.64073745
    11     6    0.90938867   60.55012613
    12     1    0.91903371   61.46915984
    12     2    0.91905496   62.38821480
    12     3    0.91907950   63.30729430
    12     4    0.91908828   64.22638258
    12     5    0.91907301   65.14545559
    12     6    0.91904072   66.06449631
    13     1    0.92132452   66.98582083
    13     2    0.92135280   67.90717362
    13     3    0.92136965   68.82854328
    13     4    0.92136365   69.74990693
    13     5    0.92134097   70.67124789
    13     6    0.92131494   71.59256283
    14     1    0.91189227   72.50445510
    14     2    0.91192171   73.41637681
    14     3    0.91193735   74.32831415
    14     4    0.91192841   75.24024257
    14     5    0.91190404   76.15214661
    14     6    0.91187866   77.06402527
    15     1    0.91008088   77.97410614
    15     2    0.91010357   78.88420971
    15     3    0.91012682   79.79433654
    15     4    0.91013251   80.70446904
    15     5    0.91011534   81.61458439
    15     6    0.91008344   82.52466783
    16     1    0.91940540   83.44407323
    16     2    0.91942663   84.36349986
    16     3    0.91945151   85.28295137
    16     4    0.91946026   86.20241163
    16     5    0.91944484   87.12185647
    16     6    0.91941226   88.04126873
    17     1    0.92079704   88.96206576
    17     2    0.92083116   89.88289692
    17     3    0.92084755   90.80374447
    17     4    0.92084104   91.72458551
    17     5    0.92081755   92.64540306
    17     6    0.92078937   93.56619244
    18     1    0.91153578   94.47772822
    18     2    0.91157040   95.38929862
    18     3    0.91158803   96.30088665
    18     4    0.91158209   97.21246874
    18     5    0.91156000   98.12402874
    18     6    0.91153152   99.03556026
    19     1    0.91054689   99.94610714
    19     2    0.91057476  100.85668191
    19     3    0.91059749  101.76727939
    19     4    0.91060352  102.67788292
    19     5    0.91058586  103.58846878
    19     6    0.91055896  104.49902774
    20     1    0.91977662  105.41880436
    20     2    0.91980268  106.33860704
    20     3    0.91982704  107.25843407
    20     4    0.91983478  108.17826885
    20     5    0.91981758  109.09808643
    20     6    0.91979035  110.01787678
    21     1    0.92038647  110.93826325
    21     2    0.92041893  111.85868218
    21     3    0.92043650  112.77911867
    21     4    0.92043054  113.69954921
    21     5    0.92040638  114.61995559
    21     6    0.92038483  115.54034042
    22     1    0.91117833  116.45151875
    22     2    0.91121169  117.36273044
    22     3    0.91122897  118.27395941
    22     4    0.91122189  119.18518130
    22     5    0.91119758  120.09637888
    22     6    0.91117612  121.00755500
    23     1    0.91096236  121.91851735
    23     2    0.91098998  122.82950733
    23     3    0.91101388  123.74052121
    23     4    0.91102065  124.65154186
    23     5    0.91100319  125.56254506
    23     6    0.91097523  126.47352029
    24     1    0.92017729  127.39369758
    24     2    0.92020441  128.31390199
    24     3    0.92022885  129.23413084
    24     4    0.92023593  130.15436677
    24     5    0.92021813  131.07458490
    24     6    0.92019012  131.99477502
    25     1    0.92003525  132.91481026
    25     2    0.92006819  133.83487846
    25     3    0.92008550  134.75496396
    25     4    0.92007861  135.67504257
    25     5    0.92005350  136.59509607
    25     6    0.92003126  137.51512733
    26     1    0.91083914  138.42596647
    26     2    0.91087224  139.33683872
    26     3    0.91088957  140.24772829
    26     4    0.91088286  141.15861115
    26     5    0.91085829  142.06946944
    26     6    0.91083590  142.98030533
    27     1    0.91136437  143.89166971
    27     2    0.91139150  144.80306121
    27     3    0.91141534  145.71447655
    27     4    0.91142235  146.62589890
    27     5    0.91140460  147.53730351
    27     6    0.91137591  148.44867942
    28     1    0.92056485  149.36924427
    28     2    0.92059181  150.28983608
    28     3    0.92061516  151.21045124
    28     4    0.92062098  152.13107222
    28     5    0.92060270  153.05167492
    28     6    0.92057467  153.97224959
    29     1    0.91967383  154.89192342
    29     2    0.91970689  155.81163031
    29     3    0.91972337  156.73135368
    29     4    0.91971534  157.65106903
    29     5    0.91969016  158.57075919
    29     6    0.91966835  159.49042754
    30     1    0.91047014  160.40089768
    30     2    0.91050274  161.31140042
    30     3    0.91052005  162.22192046
    30     4    0.91051385  163.13243432
    30     5    0.91048974  164.04292406
    30     6    0.91046723  164.95339128
    31     1    0.91173583  165.86512712
    31     2    0.91176235  166.77688947
    31     3    0.91178650  167.68867597
    31     4    0.91179420  168.60047018
    31     5    0.91177713  169.51224731
    31     6    0.91174815  170.42399546
    32     1    0.92096158  171.34495705
    32     2    0.92098844  172.26594548
    32     3    0.92101140  173.18695689
    32     4    0.92101691  174.10797380
    32     5    0.92099878  175.02897258
    32     6    0.92097088  175.94994346
    33     1    0.91931239  176.86925585
    33     2    0.91934525  177.78860110
    33     3    0.91936123  178.70796233
    33     4    0.91935272  179.62731506
    33     5    0.91932766  180.54664272
    33     6    0.91930619  181.46594891
    34     1    0.91003497  182.37598388
    34     2    0.91006676  183.28605064
    34     3    0.91008411  184.19613475
    34     4    0.91007854  185.10621329
    34     5    0.91005502  186.01626831
    34     6    0.91003248  186.92630078
    35     1    0.91209016  187.83839094
    35     2    0.91211553  188.75050647
    35     3    0.91213975  189.66264622
    35     4    0.91214844  190.57479465
    35     5    0.91213261  191.48692726
    35     6    0.91210367  192.39903093
    36     1    0.92148118  193.32051211
    36     2    0.92150708  194.24201919
    36     3    0.92152951  195.16354870
    36     4    0.92153529  196.08508399
    36     5    0.92151819  197.00660219
    36     6    0.92149077  197.92809296
    37     1    0.91897737  198.84707033
    37     2    0.91900971  199.76608004
    37     3    0.91902475  200.68510479
    37     4    0.91901574  201.60412053
    37     5    0.91899091  202.52311143
    37     6    0.91897022  203.44208165
    38     1    0.90938227  204.35146392
    38     2    0.90941251  205.26087643
    38     3    0.90942956  206.17030599
    38     4    0.90942458  207.07973058
    38     5    0.90940225  207.98913283
    38     6    0.90938023  208.89851306
    39     1    0.91243307  209.81094613
    39     2    0.91245544  210.72340158
    39     3    0.91247968  211.63588126
    39     4    0.91249064  212.54837190
    39     5    0.91247768  213.46084958
    39     6    0.91244919  214.37329878
    40     1    0.92245218  215.29575096
    40     2    0.92247479  216.21822575
    40     3    0.92249559  217.14072134
    40     4    0.92250297  218.06322431
    40     5    0.92248971  218.98571402
    40     6    0.92246319  219.90817721
    41     1    0.91863486  220.82681206
    41     2    0.91866454  221.74547660
    41     3    0.91867689  222.66415349
    41     4    0.91866746  223.58282095
    41     5    0.91864510  224.50146606
    41     6    0.91862628  225.42009234
    42     1    0.90775200  226.32784434
    42     2    0.90777700  227.23562133
    42     3    0.90779195  228.14341328
    42     4    0.90778800  229.05120128
    42     5    0.90776888  229.95897016
    42     6    0.90774986  230.86672002
    43     1    0.91288571  231.77960572
    43     2    0.91289685  232.69250257
    43     3    0.91292062  233.60542319
    43     4    0.91293804  234.51836123
    43     5    0.91293369  235.43129492
    43     6    0.91290801  236.34420292
    44     1    0.92714793  237.27135085
    44     2    0.92715522  238.19850607
    44     3    0.92717228  239.12567835
    44     4    0.92718614  240.05286449
    44     5    0.92718687  240.98005137
    44     6    0.92716424  241.90721561
    45     1    0.92305855  242.83027416
    45     2    0.92306923  243.75334339
    45     3    0.92306995  244.67641333
    45     4    0.92306380  245.59947714
    45     5    0.92306051  246.52253765
    45     6    0.92304893  247.44558658
    46     1    0.90615870  248.35174528
    46     2    0.90616098  249.25790626
    46     3    0.90616684  250.16407310
    46     4    0.90616883  251.07024192
    46     5    0.90616854  251.97641047
    46     6    0.90615390  252.88256437
    47     1    0.90858362  253.79114799
    47     2    0.90858953  254.69973752
    47     3    0.90860663  255.60834415
    47     4    0.90861703  256.51696118
    47     5    0.90861444  257.42557563
    47     6    0.90859050  258.33416613
    48     1    0.94429806  259.27846419
    48     2    0.94430337  260.22276756
    48     3    0.94431193  261.16707949
    48     4    0.94431393  262.11139342
    48     5    0.94430843  263.05570185
    48     6    0.94429815  264.00000000
 
